,n_rep,num_qubits,n_gadgets,method,mapping,cx,pre-cx,broken_chains,steiner_nodes,I-index,doubles,q-corr
1922,,7,76,pauli_polynomial_steiner_gray_clifford,"[2, 3, 0, 5, 4, 1, 6]",334,296,58,105,223,6,103
1940,,7,76,pauli_polynomial_steiner_gray_clifford,"[2, 5, 0, 4, 6, 1, 3]",336,296,56,102,231,5,100
1950,,7,76,pauli_polynomial_steiner_gray_clifford,"[4, 2, 0, 3, 5, 1, 6]",344,296,58,114,233,6,96
1992,,7,76,pauli_polynomial_steiner_gray_clifford,"[3, 4, 0, 5, 2, 1, 6]",341,296,54,97,224,5,103
2025,,7,76,pauli_polynomial_steiner_gray_clifford,"[6, 3, 0, 4, 5, 1, 2]",331,296,51,95,211,9,109
2037,,7,76,pauli_polynomial_steiner_gray_clifford,"[6, 4, 0, 5, 3, 1, 2]",343,296,57,105,233,7,98
2046,,7,76,pauli_polynomial_steiner_gray_clifford,"[2, 4, 0, 3, 5, 6, 1]",333,296,58,116,226,5,98
2082,,7,76,pauli_polynomial_steiner_gray_clifford,"[4, 2, 0, 5, 6, 3, 1]",334,296,59,118,234,3,92
2091,,7,76,pauli_polynomial_steiner_gray_clifford,"[3, 6, 0, 2, 4, 5, 1]",334,296,53,108,225,7,99
2205,,7,76,pauli_polynomial_steiner_gray_clifford,"[1, 6, 2, 0, 4, 5, 3]",338,296,53,102,211,9,106
2227,,7,76,pauli_polynomial_steiner_gray_clifford,"[1, 4, 6, 0, 2, 5, 3]",331,296,57,114,229,6,97
2246,,7,76,pauli_polynomial_steiner_gray_clifford,"[1, 5, 4, 0, 3, 2, 6]",338,296,54,112,219,7,101
2251,,7,76,pauli_polynomial_steiner_gray_clifford,"[1, 4, 6, 0, 5, 2, 3]",335,296,60,114,237,3,93
2280,,7,76,pauli_polynomial_steiner_gray_clifford,"[2, 1, 3, 0, 4, 5, 6]",340,296,56,104,217,9,106
2344,,7,76,pauli_polynomial_steiner_gray_clifford,"[5, 1, 6, 0, 2, 3, 4]",341,296,57,124,233,5,95
2355,,7,76,pauli_polynomial_steiner_gray_clifford,"[3, 1, 6, 0, 4, 2, 5]",341,296,55,104,226,5,101
2400,,7,76,pauli_polynomial_steiner_gray_clifford,"[2, 3, 1, 0, 4, 5, 6]",331,296,56,104,225,7,102
2453,,7,76,pauli_polynomial_steiner_gray_clifford,"[3, 6, 1, 0, 2, 5, 4]",325,296,54,96,211,7,108
2454,,7,76,pauli_polynomial_steiner_gray_clifford,"[4, 3, 1, 0, 2, 5, 6]",336,296,58,112,231,4,97
2500,,7,76,pauli_polynomial_steiner_gray_clifford,"[3, 5, 1, 0, 6, 4, 2]",339,296,59,108,243,5,94
2520,,7,76,pauli_polynomial_steiner_gray_clifford,"[2, 3, 4, 0, 1, 5, 6]",339,296,57,111,235,4,97
2696,,7,76,pauli_polynomial_steiner_gray_clifford,"[5, 3, 2, 0, 4, 1, 6]",342,296,56,109,222,7,102
2733,,7,76,pauli_polynomial_steiner_gray_clifford,"[6, 4, 5, 0, 2, 1, 3]",349,296,55,108,232,9,99
2793,,7,76,pauli_polynomial_steiner_gray_clifford,"[6, 2, 3, 0, 4, 5, 1]",336,296,54,112,219,7,101
3108,,7,76,pauli_polynomial_steiner_gray_clifford,"[4, 1, 5, 3, 0, 6, 2]",344,296,56,102,222,5,102
3126,,7,76,pauli_polynomial_steiner_gray_clifford,"[2, 4, 1, 3, 0, 5, 6]",340,296,60,114,237,3,96
3159,,7,76,pauli_polynomial_steiner_gray_clifford,"[6, 2, 1, 4, 0, 3, 5]",342,296,52,97,212,7,107
3182,,7,76,pauli_polynomial_steiner_gray_clifford,"[5, 4, 1, 2, 0, 3, 6]",338,296,51,96,208,9,109
3235,,7,76,pauli_polynomial_steiner_gray_clifford,"[4, 6, 1, 5, 0, 3, 2]",336,296,60,110,240,4,93
3311,,7,76,pauli_polynomial_steiner_gray_clifford,"[6, 5, 2, 1, 0, 4, 3]",329,296,56,103,224,5,103
3353,,7,76,pauli_polynomial_steiner_gray_clifford,"[6, 5, 3, 1, 0, 4, 2]",341,296,57,107,233,5,98
3369,,7,76,pauli_polynomial_steiner_gray_clifford,"[2, 6, 3, 4, 0, 1, 5]",342,296,57,114,217,4,105
3372,,7,76,pauli_polynomial_steiner_gray_clifford,"[2, 4, 5, 3, 0, 1, 6]",334,296,56,109,223,7,103
3472,,7,76,pauli_polynomial_steiner_gray_clifford,"[5, 6, 3, 4, 0, 1, 2]",331,296,53,102,217,5,105
3479,,7,76,pauli_polynomial_steiner_gray_clifford,"[6, 5, 4, 3, 0, 1, 2]",329,296,56,101,221,7,104
3560,,7,76,pauli_polynomial_steiner_gray_clifford,"[5, 3, 4, 2, 0, 6, 1]",329,296,61,113,231,5,94
3711,,7,76,pauli_polynomial_steiner_gray_clifford,"[1, 6, 4, 3, 5, 0, 2]",335,296,58,113,236,5,93
3725,,7,76,pauli_polynomial_steiner_gray_clifford,"[2, 1, 3, 6, 5, 0, 4]",336,296,59,101,222,5,102
3741,,7,76,pauli_polynomial_steiner_gray_clifford,"[2, 1, 6, 4, 5, 0, 3]",342,296,53,93,225,8,103
3743,,7,76,pauli_polynomial_steiner_gray_clifford,"[2, 1, 6, 5, 4, 0, 3]",341,296,51,90,213,9,109
3762,,7,76,pauli_polynomial_steiner_gray_clifford,"[4, 1, 2, 5, 6, 0, 3]",345,296,55,107,221,5,103
3827,,7,76,pauli_polynomial_steiner_gray_clifford,"[6, 1, 3, 5, 4, 0, 2]",338,296,54,100,217,10,106
3946,,7,76,pauli_polynomial_steiner_gray_clifford,"[5, 3, 1, 6, 4, 0, 2]",334,296,55,104,227,8,100
4028,,7,76,pauli_polynomial_steiner_gray_clifford,"[5, 4, 2, 1, 6, 0, 3]",351,296,49,98,220,8,104
4084,,7,76,pauli_polynomial_steiner_gray_clifford,"[2, 3, 5, 6, 1, 0, 4]",333,296,55,106,226,5,100
4087,,7,76,pauli_polynomial_steiner_gray_clifford,"[2, 4, 3, 6, 1, 0, 5]",337,296,61,126,229,2,99
4120,,7,76,pauli_polynomial_steiner_gray_clifford,"[5, 2, 6, 3, 1, 0, 4]",333,296,55,110,211,4,106
4132,,7,76,pauli_polynomial_steiner_gray_clifford,"[3, 5, 2, 6, 1, 0, 4]",339,296,54,106,215,5,106
4148,,7,76,pauli_polynomial_steiner_gray_clifford,"[5, 4, 2, 6, 1, 0, 3]",341,296,53,102,218,6,105
4254,,7,76,pauli_polynomial_steiner_gray_clifford,"[4, 3, 2, 5, 6, 0, 1]",338,296,60,127,232,2,93
4270,,7,76,pauli_polynomial_steiner_gray_clifford,"[5, 6, 2, 4, 3, 0, 1]",338,296,62,122,229,2,95
4362,,7,76,pauli_polynomial_steiner_gray_clifford,"[1, 4, 2, 5, 6, 3, 0]",339,296,58,115,222,2,99
4447,,7,76,pauli_polynomial_steiner_gray_clifford,"[2, 1, 4, 3, 6, 5, 0]",343,296,59,115,224,3,102
4468,,7,76,pauli_polynomial_steiner_gray_clifford,"[3, 1, 2, 5, 6, 4, 0]",339,296,57,106,229,6,100
4488,,7,76,pauli_polynomial_steiner_gray_clifford,"[3, 1, 4, 2, 5, 6, 0]",338,296,57,112,233,3,98
4514,,7,76,pauli_polynomial_steiner_gray_clifford,"[3, 1, 5, 4, 2, 6, 0]",332,296,57,107,229,6,100
4553,,7,76,pauli_polynomial_steiner_gray_clifford,"[6, 1, 5, 3, 4, 2, 0]",342,296,60,108,237,5,95
4607,,7,76,pauli_polynomial_steiner_gray_clifford,"[6, 2, 1, 5, 4, 3, 0]",338,296,52,93,219,7,104
4621,,7,76,pauli_polynomial_steiner_gray_clifford,"[4, 6, 1, 2, 3, 5, 0]",335,296,56,120,236,5,94
4688,,7,76,pauli_polynomial_steiner_gray_clifford,"[2, 5, 3, 1, 4, 6, 0]",348,296,56,104,230,5,99
4725,,7,76,pauli_polynomial_steiner_gray_clifford,"[6, 2, 4, 1, 5, 3, 0]",341,296,58,104,229,4,99
4726,,7,76,pauli_polynomial_steiner_gray_clifford,"[5, 2, 6, 1, 4, 3, 0]",330,296,53,103,215,3,105
4745,,7,76,pauli_polynomial_steiner_gray_clifford,"[6, 5, 2, 1, 3, 4, 0]",342,296,57,105,225,5,101
4777,,7,76,pauli_polynomial_steiner_gray_clifford,"[3, 4, 6, 1, 5, 2, 0]",338,296,58,108,235,5,97
4998,,7,76,pauli_polynomial_steiner_gray_clifford,"[4, 3, 5, 2, 6, 1, 0]",336,296,59,114,220,3,102
5005,,7,76,pauli_polynomial_steiner_gray_clifford,"[4, 6, 3, 2, 5, 1, 0]",336,296,62,127,232,3,96
28,,7,76,pauli_polynomial_steiner_gray_clifford,"[0, 1, 3, 2, 5, 6, 4]",338,297,62,119,238,3,93
149,,7,76,pauli_polynomial_steiner_gray_clifford,"[0, 3, 1, 2, 6, 5, 4]",338,297,53,107,216,7,104
163,,7,76,pauli_polynomial_steiner_gray_clifford,"[0, 4, 1, 2, 6, 5, 3]",338,297,52,104,217,6,106
210,,7,76,pauli_polynomial_steiner_gray_clifford,"[0, 4, 1, 5, 6, 2, 3]",339,297,56,104,227,4,101
214,,7,76,pauli_polynomial_steiner_gray_clifford,"[0, 5, 1, 6, 4, 2, 3]",342,297,60,122,249,3,90
224,,7,76,pauli_polynomial_steiner_gray_clifford,"[0, 5, 1, 3, 4, 6, 2]",337,297,60,117,240,3,94
225,,7,76,pauli_polynomial_steiner_gray_clifford,"[0, 6, 1, 3, 4, 5, 2]",334,297,55,106,220,6,104
234,,7,76,pauli_polynomial_steiner_gray_clifford,"[0, 4, 1, 5, 6, 3, 2]",343,297,58,104,224,4,102
290,,7,76,pauli_polynomial_steiner_gray_clifford,"[0, 3, 5, 1, 2, 4, 6]",336,297,56,111,239,6,94
291,,7,76,pauli_polynomial_steiner_gray_clifford,"[0, 3, 6, 1, 2, 4, 5]",340,297,49,102,213,7,106
314,,7,76,pauli_polynomial_steiner_gray_clifford,"[0, 3, 5, 1, 4, 2, 6]",333,297,58,104,229,4,99
320,,7,76,pauli_polynomial_steiner_gray_clifford,"[0, 5, 3, 1, 4, 2, 6]",342,297,59,111,233,3,97
327,,7,76,pauli_polynomial_steiner_gray_clifford,"[0, 6, 4, 1, 3, 2, 5]",338,297,56,108,233,4,96
333,,7,76,pauli_polynomial_steiner_gray_clifford,"[0, 6, 4, 1, 5, 2, 3]",342,297,57,104,237,4,96
405,,7,76,pauli_polynomial_steiner_gray_clifford,"[0, 6, 2, 4, 1, 5, 3]",339,297,60,104,231,4,99
406,,7,76,pauli_polynomial_steiner_gray_clifford,"[0, 5, 2, 6, 1, 4, 3]",345,297,55,114,223,2,103
447,,7,76,pauli_polynomial_steiner_gray_clifford,"[0, 6, 4, 3, 1, 2, 5]",338,297,56,108,231,5,97
475,,7,76,pauli_polynomial_steiner_gray_clifford,"[0, 4, 6, 5, 1, 3, 2]",338,297,61,103,240,5,94
486,,7,76,pauli_polynomial_steiner_gray_clifford,"[0, 2, 4, 3, 5, 1, 6]",331,297,60,108,237,5,95
596,,7,76,pauli_polynomial_steiner_gray_clifford,"[0, 5, 4, 6, 3, 1, 2]",347,297,56,106,224,7,102
623,,7,76,pauli_polynomial_steiner_gray_clifford,"[0, 2, 6, 5, 4, 3, 1]",337,297,54,113,222,6,99
629,,7,76,pauli_polynomial_steiner_gray_clifford,"[0, 3, 2, 6, 5, 4, 1]",335,297,57,114,218,5,101
785,,7,76,pauli_polynomial_steiner_gray_clifford,"[1, 0, 6, 5, 2, 3, 4]",337,297,60,127,232,2,93
807,,7,76,pauli_polynomial_steiner_gray_clifford,"[1, 0, 6, 4, 3, 2, 5]",335,297,59,119,235,3,92
834,,7,76,pauli_polynomial_steiner_gray_clifford,"[1, 0, 4, 5, 6, 3, 2]",344,297,53,114,216,6,103
861,,7,76,pauli_polynomial_steiner_gray_clifford,"[2, 0, 1, 6, 4, 5, 3]",337,297,54,92,225,9,103
873,,7,76,pauli_polynomial_steiner_gray_clifford,"[6, 0, 1, 2, 3, 4, 5]",343,297,58,103,224,7,101
998,,7,76,pauli_polynomial_steiner_gray_clifford,"[5, 0, 2, 1, 4, 3, 6]",345,297,56,111,222,5,102
1023,,7,76,pauli_polynomial_steiner_gray_clifford,"[6, 0, 4, 1, 2, 3, 5]",343,297,55,106,222,7,102
1026,,7,76,pauli_polynomial_steiner_gray_clifford,"[4, 0, 5, 1, 2, 6, 3]",343,297,53,96,219,5,104
1031,,7,76,pauli_polynomial_steiner_gray_clifford,"[6, 0, 5, 1, 2, 4, 3]",330,297,60,113,242,4,94
1057,,7,76,pauli_polynomial_steiner_gray_clifford,"[3, 0, 4, 1, 6, 5, 2]",336,297,53,95,217,5,107
1058,,7,76,pauli_polynomial_steiner_gray_clifford,"[3, 0, 5, 1, 4, 6, 2]",347,297,57,98,233,4,99
1081,,7,76,pauli_polynomial_steiner_gray_clifford,"[2, 0, 3, 4, 1, 6, 5]",333,297,56,107,223,5,102
1098,,7,76,pauli_polynomial_steiner_gray_clifford,"[2, 0, 4, 5, 1, 6, 3]",334,297,52,92,213,9,109
1117,,7,76,pauli_polynomial_steiner_gray_clifford,"[4, 0, 2, 6, 1, 3, 5]",339,297,54,110,217,7,103
1219,,7,76,pauli_polynomial_steiner_gray_clifford,"[2, 0, 4, 6, 5, 1, 3]",343,297,59,103,237,7,97
1275,,7,76,pauli_polynomial_steiner_gray_clifford,"[3, 0, 6, 4, 2, 1, 5]",343,297,56,107,238,6,95
1278,,7,76,pauli_polynomial_steiner_gray_clifford,"[4, 0, 3, 5, 2, 1, 6]",338,297,54,100,215,7,105
1343,,7,76,pauli_polynomial_steiner_gray_clifford,"[2, 0, 6, 5, 4, 3, 1]",331,297,54,109,226,7,98
1353,,7,76,pauli_polynomial_steiner_gray_clifford,"[6, 0, 2, 3, 4, 5, 1]",334,297,57,115,231,7,95
1375,,7,76,pauli_polynomial_steiner_gray_clifford,"[4, 0, 3, 2, 6, 5, 1]",347,297,57,119,226,4,96
1421,,7,76,pauli_polynomial_steiner_gray_clifford,"[3, 0, 6, 5, 4, 2, 1]",339,297,55,107,225,7,99
1428,,7,76,pauli_polynomial_steiner_gray_clifford,"[4, 0, 5, 3, 6, 2, 1]",342,297,54,105,214,5,102
1490,,7,76,pauli_polynomial_steiner_gray_clifford,"[1, 3, 0, 5, 2, 4, 6]",335,297,60,122,241,3,90
1534,,7,76,pauli_polynomial_steiner_gray_clifford,"[1, 5, 0, 6, 4, 2, 3]",335,297,63,128,251,3,86
1581,,7,76,pauli_polynomial_steiner_gray_clifford,"[2, 1, 0, 6, 4, 5, 3]",343,297,54,93,225,9,103
1675,,7,76,pauli_polynomial_steiner_gray_clifford,"[4, 1, 0, 6, 5, 3, 2]",335,297,58,110,230,4,98
1682,,7,76,pauli_polynomial_steiner_gray_clifford,"[2, 3, 0, 1, 5, 4, 6]",344,297,58,105,233,7,98
1689,,7,76,pauli_polynomial_steiner_gray_clifford,"[2, 6, 0, 1, 3, 4, 5]",340,297,54,93,219,6,104
1691,,7,76,pauli_polynomial_steiner_gray_clifford,"[2, 6, 0, 1, 3, 5, 4]",333,297,56,94,218,7,104
1764,,7,76,pauli_polynomial_steiner_gray_clifford,"[4, 5, 0, 1, 3, 2, 6]",338,297,56,97,227,5,99
1766,,7,76,pauli_polynomial_steiner_gray_clifford,"[5, 4, 0, 1, 3, 2, 6]",338,297,53,96,218,7,104
1770,,7,76,pauli_polynomial_steiner_gray_clifford,"[4, 5, 0, 1, 6, 2, 3]",341,297,53,98,223,5,102
1772,,7,76,pauli_polynomial_steiner_gray_clifford,"[5, 4, 0, 1, 6, 2, 3]",339,297,49,97,214,7,107
1843,,7,76,pauli_polynomial_steiner_gray_clifford,"[4, 2, 0, 6, 1, 5, 3]",342,297,58,110,235,6,96
1857,,7,76,pauli_polynomial_steiner_gray_clifford,"[6, 3, 0, 2, 1, 4, 5]",339,297,51,96,208,9,109
1913,,7,76,pauli_polynomial_steiner_gray_clifford,"[6, 5, 0, 3, 1, 4, 2]",343,297,60,114,237,3,96
1986,,7,76,pauli_polynomial_steiner_gray_clifford,"[4, 5, 0, 2, 6, 1, 3]",334,297,51,100,221,7,103
2019,,7,76,pauli_polynomial_steiner_gray_clifford,"[3, 6, 0, 4, 5, 1, 2]",333,297,52,93,213,9,109
2034,,7,76,pauli_polynomial_steiner_gray_clifford,"[4, 5, 0, 6, 3, 1, 2]",334,297,56,99,218,7,104
2035,,7,76,pauli_polynomial_steiner_gray_clifford,"[4, 6, 0, 5, 3, 1, 2]",341,297,59,108,236,6,95
2160,,7,76,pauli_polynomial_steiner_gray_clifford,"[1, 2, 3, 0, 4, 5, 6]",342,297,57,113,219,8,101
2173,,7,76,pauli_polynomial_steiner_gray_clifford,"[1, 2, 4, 0, 6, 3, 5]",336,297,58,113,219,6,100
2199,,7,76,pauli_polynomial_steiner_gray_clifford,"[1, 6, 2, 0, 4, 3, 5]",343,297,57,106,217,6,101
2226,,7,76,pauli_polynomial_steiner_gray_clifford,"[1, 4, 5, 0, 2, 6, 3]",345,297,52,106,213,6,105
2290,,7,76,pauli_polynomial_steiner_gray_clifford,"[2, 1, 5, 0, 3, 6, 4]",339,297,59,110,230,5,98
2337,,7,76,pauli_polynomial_steiner_gray_clifford,"[6, 1, 3, 0, 2, 4, 5]",332,297,55,103,224,8,101
2357,,7,76,pauli_polynomial_steiner_gray_clifford,"[3, 1, 6, 0, 5, 2, 4]",344,297,58,109,235,3,96
2379,,7,76,pauli_polynomial_steiner_gray_clifford,"[3, 1, 6, 0, 4, 5, 2]",335,297,52,100,215,8,108
2380,,7,76,pauli_polynomial_steiner_gray_clifford,"[3, 1, 5, 0, 6, 4, 2]",340,297,62,111,249,4,91
2397,,7,76,pauli_polynomial_steiner_gray_clifford,"[6, 1, 4, 0, 5, 3, 2]",325,297,56,105,227,5,101
2424,,7,76,pauli_polynomial_steiner_gray_clifford,"[3, 2, 1, 0, 4, 5, 6]",343,297,53,104,222,8,104
2444,,7,76,pauli_polynomial_steiner_gray_clifford,"[5, 2, 1, 0, 4, 6, 3]",348,297,53,101,218,6,105
2459,,7,76,pauli_polynomial_steiner_gray_clifford,"[6, 3, 1, 0, 2, 5, 4]",339,297,55,98,215,7,105
2572,,7,76,pauli_polynomial_steiner_gray_clifford,"[3, 5, 2, 0, 1, 6, 4]",342,297,58,110,229,6,99
2627,,7,76,pauli_polynomial_steiner_gray_clifford,"[6, 3, 5, 0, 1, 4, 2]",336,297,57,102,229,3,100
2642,,7,76,pauli_polynomial_steiner_gray_clifford,"[2, 3, 5, 0, 4, 1, 6]",346,297,56,105,227,5,101
2673,,7,76,pauli_polynomial_steiner_gray_clifford,"[6, 2, 3, 0, 4, 1, 5]",335,297,55,107,222,5,102
2688,,7,76,pauli_polynomial_steiner_gray_clifford,"[3, 4, 2, 0, 5, 1, 6]",341,297,59,112,242,4,94
2711,,7,76,pauli_polynomial_steiner_gray_clifford,"[6, 5, 2, 0, 4, 1, 3]",331,297,52,108,224,6,103
2761,,7,76,pauli_polynomial_steiner_gray_clifford,"[2, 3, 4, 0, 6, 5, 1]",346,297,61,122,234,4,94
2768,,7,76,pauli_polynomial_steiner_gray_clifford,"[2, 5, 3, 0, 4, 6, 1]",338,297,56,112,222,6,100
2805,,7,76,pauli_polynomial_steiner_gray_clifford,"[6, 2, 4, 0, 5, 3, 1]",345,297,59,115,231,4,95
2847,,7,76,pauli_polynomial_steiner_gray_clifford,"[6, 4, 3, 0, 2, 5, 1]",342,297,60,123,235,5,93
2894,,7,76,pauli_polynomial_steiner_gray_clifford,"[1, 2, 5, 4, 0, 3, 6]",341,297,52,104,205,8,108
2947,,7,76,pauli_polynomial_steiner_gray_clifford,"[1, 4, 6, 2, 0, 5, 3]",344,297,59,114,231,5,96
2954,,7,76,pauli_polynomial_steiner_gray_clifford,"[1, 3, 5, 4, 0, 2, 6]",342,297,55,110,215,9,103
3025,,7,76,pauli_polynomial_steiner_gray_clifford,"[3, 1, 2, 4, 0, 6, 5]",341,297,59,113,230,6,99
3153,,7,76,pauli_polynomial_steiner_gray_clifford,"[6, 2, 1, 3, 0, 4, 5]",340,297,50,92,210,9,108
3156,,7,76,pauli_polynomial_steiner_gray_clifford,"[4, 2, 1, 5, 0, 3, 6]",341,297,58,106,231,4,97
3161,,7,76,pauli_polynomial_steiner_gray_clifford,"[6, 2, 1, 5, 0, 3, 4]",336,297,56,97,229,4,98
3238,,7,76,pauli_polynomial_steiner_gray_clifford,"[5, 6, 1, 4, 0, 3, 2]",343,297,55,108,221,5,103
3268,,7,76,pauli_polynomial_steiner_gray_clifford,"[3, 2, 5, 1, 0, 6, 4]",341,297,58,108,239,4,94
3300,,7,76,pauli_polynomial_steiner_gray_clifford,"[4, 5, 2, 1, 0, 3, 6]",338,297,54,98,209,7,108
3308,,7,76,pauli_polynomial_steiner_gray_clifford,"[5, 4, 2, 1, 0, 6, 3]",339,297,53,95,218,7,105
3321,,7,76,pauli_polynomial_steiner_gray_clifford,"[6, 3, 4, 1, 0, 2, 5]",335,297,55,105,218,4,104
3331,,7,76,pauli_polynomial_steiner_gray_clifford,"[4, 6, 5, 1, 0, 2, 3]",338,297,60,108,243,5,92
3401,,7,76,pauli_polynomial_steiner_gray_clifford,"[6, 2, 5, 3, 0, 1, 4]",335,297,58,109,217,4,104
3497,,7,76,pauli_polynomial_steiner_gray_clifford,"[2, 6, 5, 3, 0, 4, 1]",342,297,56,111,216,5,103
3507,,7,76,pauli_polynomial_steiner_gray_clifford,"[3, 2, 6, 4, 0, 5, 1]",344,297,60,122,237,4,93
3527,,7,76,pauli_polynomial_steiner_gray_clifford,"[6, 2, 5, 4, 0, 3, 1]",339,297,55,112,211,7,105
3545,,7,76,pauli_polynomial_steiner_gray_clifford,"[6, 5, 2, 3, 0, 4, 1]",335,297,59,119,223,4,99
3569,,7,76,pauli_polynomial_steiner_gray_clifford,"[6, 5, 3, 2, 0, 4, 1]",339,297,57,118,227,6,97
3573,,7,76,pauli_polynomial_steiner_gray_clifford,"[6, 4, 5, 2, 0, 3, 1]",338,297,57,119,225,8,98
3607,,7,76,pauli_polynomial_steiner_gray_clifford,"[1, 2, 4, 3, 6, 0, 5]",335,297,62,124,229,3,95
3786,,7,76,pauli_polynomial_steiner_gray_clifford,"[4, 1, 5, 2, 6, 0, 3]",336,297,54,104,221,4,103
3826,,7,76,pauli_polynomial_steiner_gray_clifford,"[5, 1, 3, 6, 4, 0, 2]",341,297,58,111,227,7,100
3835,,7,76,pauli_polynomial_steiner_gray_clifford,"[4, 1, 6, 5, 3, 0, 2]",342,297,58,109,222,6,102
3854,,7,76,pauli_polynomial_steiner_gray_clifford,"[2, 5, 1, 4, 3, 0, 6]",343,297,55,100,227,4,101
3914,,7,76,pauli_polynomial_steiner_gray_clifford,"[3, 5, 1, 4, 2, 0, 6]",343,297,58,102,236,6,97
3929,,7,76,pauli_polynomial_steiner_gray_clifford,"[6, 5, 1, 3, 2, 0, 4]",334,297,58,111,235,6,95
3953,,7,76,pauli_polynomial_steiner_gray_clifford,"[6, 5, 1, 3, 4, 0, 2]",341,297,55,105,233,6,98
4010,,7,76,pauli_polynomial_steiner_gray_clifford,"[3, 5, 2, 1, 4, 0, 6]",346,297,53,102,218,7,106
4090,,7,76,pauli_polynomial_steiner_gray_clifford,"[2, 5, 3, 6, 1, 0, 4]",338,297,54,106,212,5,107
4171,,7,76,pauli_polynomial_steiner_gray_clifford,"[4, 6, 5, 2, 1, 0, 3]",340,297,58,109,229,5,99
4207,,7,76,pauli_polynomial_steiner_gray_clifford,"[2, 4, 3, 6, 5, 0, 1]",337,297,62,130,234,1,94
4266,,7,76,pauli_polynomial_steiner_gray_clifford,"[4, 5, 2, 6, 3, 0, 1]",332,297,54,118,206,5,106
4423,,7,76,pauli_polynomial_steiner_gray_clifford,"[1, 4, 3, 6, 5, 2, 0]",340,297,55,118,220,3,100
4453,,7,76,pauli_polynomial_steiner_gray_clifford,"[2, 1, 4, 6, 3, 5, 0]",338,297,58,111,226,5,101
4494,,7,76,pauli_polynomial_steiner_gray_clifford,"[4, 1, 3, 2, 5, 6, 0]",340,297,59,118,230,3,97
4538,,7,76,pauli_polynomial_steiner_gray_clifford,"[3, 1, 5, 4, 6, 2, 0]",333,297,57,105,229,8,100
4569,,7,76,pauli_polynomial_steiner_gray_clifford,"[2, 6, 1, 3, 4, 5, 0]",350,297,54,98,222,5,103
4577,,7,76,pauli_polynomial_steiner_gray_clifford,"[2, 6, 1, 5, 3, 4, 0]",332,297,56,92,222,5,103
4636,,7,76,pauli_polynomial_steiner_gray_clifford,"[3, 5, 1, 6, 2, 4, 0]",335,297,56,105,227,5,101
4881,,7,76,pauli_polynomial_steiner_gray_clifford,"[6, 3, 4, 2, 1, 5, 0]",336,297,62,117,235,3,96
4882,,7,76,pauli_polynomial_steiner_gray_clifford,"[5, 3, 6, 2, 1, 4, 0]",344,297,53,108,207,6,109
4891,,7,76,pauli_polynomial_steiner_gray_clifford,"[4, 6, 5, 2, 1, 3, 0]",340,297,58,113,230,5,97
4937,,7,76,pauli_polynomial_steiner_gray_clifford,"[2, 6, 5, 3, 4, 1, 0]",338,297,55,107,224,3,102
93,,7,76,pauli_polynomial_steiner_gray_clifford,"[0, 1, 6, 4, 5, 2, 3]",337,298,56,110,227,6,101
153,,7,76,pauli_polynomial_steiner_gray_clifford,"[0, 6, 1, 2, 3, 4, 5]",342,298,54,105,221,7,102
173,,7,76,pauli_polynomial_steiner_gray_clifford,"[0, 3, 1, 6, 2, 5, 4]",347,298,52,107,212,6,106
182,,7,76,pauli_polynomial_steiner_gray_clifford,"[0, 5, 1, 4, 2, 3, 6]",348,298,62,114,237,2,95
195,,7,76,pauli_polynomial_steiner_gray_clifford,"[0, 3, 1, 6, 4, 2, 5]",352,298,57,108,233,4,96
223,,7,76,pauli_polynomial_steiner_gray_clifford,"[0, 4, 1, 3, 6, 5, 2]",341,298,56,105,216,4,106
227,,7,76,pauli_polynomial_steiner_gray_clifford,"[0, 6, 1, 3, 5, 4, 2]",344,298,57,110,226,7,101
238,,7,76,pauli_polynomial_steiner_gray_clifford,"[0, 5, 1, 6, 4, 3, 2]",343,298,63,122,244,3,92
287,,7,76,pauli_polynomial_steiner_gray_clifford,"[0, 6, 2, 1, 5, 4, 3]",341,298,53,101,221,7,104
395,,7,76,pauli_polynomial_steiner_gray_clifford,"[0, 6, 2, 3, 1, 5, 4]",336,298,56,104,226,6,99
397,,7,76,pauli_polynomial_steiner_gray_clifford,"[0, 4, 2, 6, 1, 3, 5]",332,298,57,109,223,5,101
459,,7,76,pauli_polynomial_steiner_gray_clifford,"[0, 3, 6, 4, 1, 5, 2]",351,298,58,100,224,4,102
525,,7,76,pauli_polynomial_steiner_gray_clifford,"[0, 6, 2, 4, 5, 1, 3]",338,298,57,107,229,6,100
553,,7,76,pauli_polynomial_steiner_gray_clifford,"[0, 3, 4, 6, 2, 1, 5]",345,298,55,110,229,5,98
593,,7,76,pauli_polynomial_steiner_gray_clifford,"[0, 6, 5, 3, 4, 1, 2]",333,298,57,110,226,5,101
735,,7,76,pauli_polynomial_steiner_gray_clifford,"[1, 0, 2, 6, 4, 3, 5]",333,298,59,111,229,5,95
816,,7,76,pauli_polynomial_steiner_gray_clifford,"[1, 0, 3, 4, 5, 6, 2]",332,298,57,112,218,5,102
841,,7,76,pauli_polynomial_steiner_gray_clifford,"[2, 0, 1, 3, 4, 6, 5]",331,298,55,102,237,5,95
932,,7,76,pauli_polynomial_steiner_gray_clifford,"[5, 0, 1, 4, 6, 2, 3]",349,298,58,116,234,3,97
978,,7,76,pauli_polynomial_steiner_gray_clifford,"[2, 0, 4, 1, 5, 6, 3]",344,298,54,93,221,6,105
